Country.Name,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,Continent,Built_up_Land,Carbon,Cropland,Fishing,Forest_Products,Grazing_Land,BC2015,EF_Rank,Total_EF,EF_rank
Tunisia,1.995896626,2.167537567,2.095455606,2.035453553,2.170013096,2.104316884,2.258519603,2.160768976,2.187527275,2.192236313,Africa,0.028567219,1.019882048,0.688366258,0.067560708,0.239042676,0.093353641,0.86534207,Low,2.13677255,Medium & Low
Turkey,3.115323407,3.267198477,3.120130828,3.024915121,3.214455246,3.392690252,3.369165563,3.273751723,3.258984206,3.344195299,Asia,0.034475874,1.854676848,0.886512119,0.035214199,0.31238446,0.114817513,1.502172157,Medium,3.238081012,Medium & Low
United Arab Emirates,12.07462221,11.91162548,12.60874431,11.06527718,9.87668029,9.435642153,9.17807275,9.538474496,10.23365273,9.702905396,Asia,0,8.536614144,0.94287306,0.247949605,0.437076557,0.398056333,0.564079186,Very High,10.5625697,Very High
Uganda,1.46901574,1.457209637,1.342516774,1.316425462,1.293183842,1.265245791,1.195936582,1.165611072,1.156183474,1.088297345,Africa,0.035274536,0.086570068,0.326138281,0.128169539,0.541281607,0.157528541,0.507058746,Low,1.274962572,Medium & Low
United Kingdom,6.179953854,6.188827948,5.915784416,5.851318709,5.309556484,4.978033908,4.84634676,4.876524249,4.710708926,4.59470357,Europe,0.144073941,3.562803497,0.762961949,0.090878254,0.500837877,0.283620364,1.176142767,High,5.345175882,High
United States of America,10.14441206,9.955744342,9.416430716,8.607056561,8.938699203,8.506099363,8.152927344,8.382610937,8.325227616,8.171648444,North America,0.077902259,6.494176797,0.94634827,0.124246302,0.882377555,0.335034475,3.574581832,Very High,8.860085659,Very High
Burkina Faso,1.269873038,1.097067414,1.341931684,1.199632868,1.293016636,1.180730543,1.234710004,1.246335081,1.304235901,1.2063434,Africa,0.060238317,0.105850363,0.510074378,0.021899668,0.365669035,0.173655896,1.010779065,Low,1.237387657,Medium & Low
Uzbekistan,2.148856995,2.188833986,2.255365667,2.149159114,2.120787343,2.231224765,2.213196086,2.081724323,2.124997772,1.996040828,Asia,0.074409705,1.346463926,0.531797066,0.002919666,0.068399179,0.127029147,0.86505366,Low,2.151018688,Medium & Low
Venezuela,3.003740629,3.125518111,3.85120335,3.772968108,3.654990018,3.330943983,3.563129094,3.296858268,3.267336243,2.845779976,Latin America and the Caribbean,0.037328721,1.900939251,0.44509053,0.102588184,0.136165445,0.749134647,0.556154093,Medium,3.371246778,Medium & Low
Viet Nam,1.333847038,1.446917751,1.520738412,1.562382022,1.678981973,1.655531883,1.603720899,1.699405388,1.786656465,2.017049062,Asia,0.103449814,0.747204801,0.530711254,0.043517011,0.187813707,0.017826502,1.050702285,Low,1.630523089,Medium & Low
Ethiopia,0.9732371,0.9784818,0.99186405,1.023103064,1.030827013,1.018763419,1.018489002,1.042027163,1.063168804,1.090687437,Africa,0.058005841,0.072141052,0.299639729,0.001282718,0.471917378,0.120078168,0.633734129,Low,1.023064885,Medium & Low
Yemen,0.99725424,1.039527373,0.922785389,1.018535814,0.987671783,0.850911896,0.961567772,1.001406108,1.043798359,0.713160724,Africa,0.031381328,0.428308128,0.274104758,0.041227336,0.031411123,0.147229273,0.405619119,Low,0.953661946,Medium & Low
Zambia,0.901241535,0.820127154,0.823848514,0.896287457,0.883371298,0.883909006,0.99555896,1.011277628,0.971544462,0.94038078,Africa,0.035642148,0.189384397,0.186494695,0.020041325,0.332346526,0.148845589,1.936824538,Low,0.912754679,Medium & Low
Belgium,7.868170403,7.81718662,7.631625991,7.139026682,7.207645391,6.950840662,7.230372112,7.127673692,6.917117129,6.392112518,Europe,0.180442305,4.491955665,1.25459541,0.10519903,0.720661362,0.475323349,0.918195699,High,7.22817712,High
Luxembourg,15.29110398,14.32572267,15.48191055,14.0320627,15.57514286,15.20606238,13.94614704,13.52110146,12.72708074,12.80726812,Europe,0.105030689,10.77981967,1.090299131,0.130552211,1.457918199,0.727740355,1.35211397,Very High,14.29136025,Very High
Serbia,3.208260684,3.083758901,3.30084691,2.980411708,3.042826149,3.245224541,2.936015398,3.076084119,2.913285397,2.873771387,Europe,0.05706561,1.812157112,0.73529901,0.028428359,0.416414869,0.01668356,1.500646679,Medium,3.066048519,Medium & Low
Montenegro,3.203356668,3.799537818,4.666622665,3.326661536,3.861472602,3.700742432,3.683161208,3.388229098,3.575173914,3.726974917,Europe,0.012001691,2.225911853,0.601948417,0.050634987,0.457828768,0.344867571,3.018439329,Medium,3.693193286,Medium & Low
China,2.735976757,2.858916631,2.957753557,3.19946422,3.359293615,3.551615567,3.623613058,3.720311605,3.687315135,3.660463242,Asia,0.113120696,2.295407014,0.537107638,0.079808675,0.180304171,0.129724145,0.955225525,Medium,3.335472339,Medium & Low
